billboard,billboard_year,billboard_month,peak_position,weeks_on_chart,artist,feat_artist,artist_uri,artist_popularity,artist_followers,song,track_uri,track_popularity,album_name,release_year,release_month,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,major_label,genre_pop,genre_screen,genre_hiphop,genre_punk,genre_blues,genre_country,genre_rnb,genre_rock,genre_latin,genre_dance,genre_indie,genre_elect,genre_gospel,genre_chill
1,2021,1,10,18,21 Savage,"Metro Boomin, Drake",1URnnhqYAYcrqrcwql10ft,83,11282181,Mr. Right Now,4Q34FP1AT7GEl9oLgNtiWj,73,SAVAGE MODE II,2020,10,193838,0.647,0.667,5,-5.563,1,0.304,0.231,0,0.133,0.704,172.08,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2017,11,73,2,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,My Choppa Hate Niggas,2D2w9943rsnJOGCrI4aMQp,64,Without Warning,2017,10,148640,0.862,0.274,0,-5.818,0,0.416,0.0974,0.185,0.183,0.154,77.492,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2020,10,56,1,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,My Dawg,42Tohunwlh34o0mgxYx5iq,60,SAVAGE MODE II,2020,10,181715,0.831,0.532,0,-5.319,0,0.301,0.0652,0,0.464,0.364,140.105,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,No Advance,2kE82JhBcoS7mimFO1SqqX,56,Savage Mode,2016,7,276466,0.829,0.357,1,-11.543,1,0.28,0.104,8.35E-05,0.0799,0.0391,108.09,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2020,10,71,1,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,No Opp Left Behind,50I7FNN2rl2rWiNwGxS146,61,SAVAGE MODE II,2020,10,194214,0.823,0.703,8,-2.691,1,0.298,0.0161,1.35E-06,0.294,0.26,178.043,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2019,1,88,1,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,out for the night,0ZKKJTv21zJpNrKiL0LYyV,56,i am > i was,2018,12,137232,0.841,0.695,9,-5.625,1,0.415,0.001,4.26E-05,0.189,0.408,173.368,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2017,11,64,3,21 Savage,"Metro Boomin, Offset, Quavo",1URnnhqYAYcrqrcwql10ft,83,11282181,Rap Saved Me,0tdCy39PgWN8LFWu34ORn3,65,Without Warning,2017,10,257600,0.845,0.399,1,-7.509,1,0.312,0.00525,0.741,0.102,0.148,143.049,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2017,1,74,5,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,Red Opps,3cqZH3cqvfbV8wVbvHyPbG,61,Red Opps,2016,5,163340,0.703,0.709,9,-6.452,1,0.402,0.00908,0,0.127,0.569,140.998,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2020,10,26,2,21 Savage,"Metro Boomin, Young Thug",1URnnhqYAYcrqrcwql10ft,83,11282181,Rich Nigga Shit,3ruoIF2UnoXdzK8mR61ebq,76,SAVAGE MODE II,2020,10,190331,0.825,0.733,1,-5.625,0,0.0969,0.349,0,0.112,0.62,97.974,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2020,10,76,1,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,RIP Luv,1wGnp7ejkCuXRsehXx0PNP,65,SAVAGE MODE II,2020,10,214192,0.63,0.399,5,-9.869,0,0.178,0.105,0.174,0.234,0.0657,183.016,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,Run Up the Racks,7vbjH8laThXpcBXeLNPm3M,53,Without Warning,2017,10,189800,0.824,0.364,2,-7.635,0,0.121,0.141,0.305,0.195,0.177,153.028,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2020,10,9,7,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,Runnin,5SWnsxjhdcEDc7LJjq9UHk,77,SAVAGE MODE II,2020,10,195906,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2020,10,91,1,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,Said N Done,11XegnWeJHBDtj9IsNwngu,59,SAVAGE MODE II,2020,10,231831,0.775,0.566,11,-6.661,1,0.283,0.0381,0.000341,0.127,0.479,160.351,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2020,10,32,2,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,Slidin,7fxSLnklnayJNBIKntXedZ,65,SAVAGE MODE II,2020,10,185036,0.774,0.706,2,-6.494,1,0.355,0.00163,1.28E-06,0.104,0.382,152.891,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2020,10,61,1,21 Savage,"Metro Boomin, Young Nudy",1URnnhqYAYcrqrcwql10ft,83,11282181,Snitches & Rats,3WaDoMDQRqDdgtCDLxanpN,56,SAVAGE MODE II,2020,10,187772,0.821,0.671,9,-5.893,1,0.18,0.00843,8.50E-05,0.0972,0.494,145.953,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2020,10,74,1,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,Steppin On Niggas,7FtZFla3ZH6PqsAJ9MvVCM,56,SAVAGE MODE II,2020,10,140832,0.849,0.635,7,-4.068,1,0.254,0.000608,8.44E-06,0.062,0.798,89.484,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2017,1,36,21,21 Savage,"Metro Boomin, Future",1URnnhqYAYcrqrcwql10ft,83,11282181,X,6fwdbPMwP1zVStm8FybmkO,71,Savage Mode,2016,7,258880,0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,24kGoldn,-,6fWVd57NKTalqvmjRd2t8Z,75,1730505,GAMES ON YOUR PHONE,1YTkVMFRNzKojhcPq31Jfs,39,GAMES ON YOUR PHONE,2019,8,150946,0.684,0.612,5,-5.624,0,0.0575,0.168,0,0.145,0.542,152.991,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2021,1,1,52,24kGoldn,iann dior,6fWVd57NKTalqvmjRd2t8Z,75,1730505,Mood,3tjFYV6RSFtuktYl3ZtYcq,37,Mood (feat. iann dior),2020,7,140525,0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2019,11,92,1,24kGoldn,-,6fWVd57NKTalqvmjRd2t8Z,75,1730505,VALENTINO,6piAUJJQFD8oHDUr0b7l7q,70,DROPPED OUTTA COLLEGE,2019,11,179133,0.746,0.717,9,-4.841,0,0.179,0.199,0,0.132,0.523,150.964,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2Pac,-,1ZwdS5xdxEREPySFridCfh,78,12933735,California Love,7DCPsy8KEB4mwcvUGqlhzK,0,California Love,2011,3,348000,0.658,0.87,5,-3.019,1,0.0955,0.0275,0,0.656,0.791,91.647,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2Scratch,-,02qHcQfJCm2XlAnaJ5a6Rh,61,179642,Sober,3N5XOukuZ6JCJHoHVRowS7,53,Sober,2019,10,264186,0.52,0.506,8,-10.224,0,0.337,0.564,1.27E-05,0.105,0.326,129.225,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2008,1,96,2,3 Doors Down,-,2RTUTCvo6onsAnheUk3aL9,68,3724497,Citizen/Soldier,7fKsaiVDwKe6VVsiGk48YG,54,3 Doors Down,2008,5,232906,0.631,0.821,8,-5.503,1,0.0343,0.0111,0.0156,0.197,0.486,97.003,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2008,3,17,29,3 Doors Down,-,2RTUTCvo6onsAnheUk3aL9,68,3724497,It's Not My Time,0uybt73QFXaLCoxuVf6fhm,61,3 Doors Down,2008,5,241960,0.532,0.935,0,-4.798,1,0.0619,0.00133,8.37E-06,0.106,0.309,128.025,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2011,2,81,1,3 Doors Down,-,2RTUTCvo6onsAnheUk3aL9,68,3724497,When You're Young,6uMPJ3NmW8FfqqNwqjUHrB,50,Time Of My Life,2011,1,256013,0.462,0.778,9,-4.365,0,0.0313,0.0226,0,0.108,0.219,77.004,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,3LAU,Ninja,4YLQaW1UU3mrVetC8gNkg5,57,328315,Game Time,229MM2St7SnW43nT8ADlG8,53,Game Time,2018,11,156631,0.534,0.957,1,-4.025,1,0.0455,8.05E-05,0.758,0.266,0.52,95.046,4,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,3LAU,-,4YLQaW1UU3mrVetC8gNkg5,57,328315,How You Love Me,1nas007nDbzLwDGwvMdz79,53,How You Love Me,2014,3,210468,0.496,0.789,1,-3.648,1,0.0839,0.183,0,0.34,0.286,127.961,4,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,CLAUSTROPHOBIA,2lDKzmnLQo0bz9X8ClB5W1,45,NIGHT SPORTS,2016,5,206025,0.642,0.67,10,-6.646,0,0.0477,0.245,0,0.34,0.485,129.97,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1,2010,6,75,1,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,Deja Vu,70sK7T5SzRs6QFHA1LLfrw,40,Streets Of Gold,2010,6,184666,0.654,0.817,11,-4.908,0,0.266,0.0816,0,0.41,0.794,127.991,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1,2010,11,87,4,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,Double Vision,3o2ESAMet1zR1aASlzrIxO,49,Streets Of Gold,2010,6,190706,0.581,0.888,0,-3.198,1,0.0587,0.0018,0,0.413,0.629,120.041,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1,2010,3,89,2,3OH!3,Neon Hitch,0FWzNDaEu9jdgcYTbcOa4F,61,867802,Follow Me Down,2FFacXrPdJSPHopIathvd1,35,Almost Alice Deluxe,2010,3,203800,0.779,0.671,0,-8.524,1,0.0402,0.00232,0.000291,0.104,0.714,113.036,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1,2011,1,66,1,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,Hit It Again,4ZWiwt6iGdCo31GTZrH39L,7,Viral 00's,2010,12,183873,0.592,0.794,4,-3.052,0,0.061,0.00632,4.60E-05,0.209,0.724,147.057,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,House Party,1bCBfnLoSW1eavxfEi3mG4,28,Streets Of Gold,2010,6,186493,0.743,0.765,8,-4.252,0,0.166,0.00645,0,0.208,0.84,132.055,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1,2010,7,100,1,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,I Can Do Anything,5jyDUXlAVUh4XJEJIJgapB,33,Streets Of Gold,2010,6,190880,0.54,0.906,5,-4.652,0,0.236,0.00247,0,0.368,0.438,169.94,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,I'm Not the One,2yd5awkWGIYfUtIeNDWgrs,37,Streets Of Gold,2010,6,247413,0.437,0.796,7,-6.296,0,0.152,0.0656,0,0.268,0.402,151.779,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,I'M SO SAD,59R6x5aocUodgtHHIWoEfJ,41,NEED,2021,8,195618,0.674,0.637,8,-3.543,0,0.0357,0.00474,0,0.271,0.565,97.039,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,LAST BREATH,7cEgQDbwwm8LQgFRzGwNJZ,33,NEED,2021,8,132187,0.669,0.64,0,-2.563,1,0.291,0.00643,0,0.151,0.882,143.826,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,MAYNE ON A LEASH,7b6PdxuLBvmW4PctKwr42s,30,NEED,2021,8,211500,0.636,0.774,5,-4.864,0,0.193,0.0118,0,0.102,0.409,80.04,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,MI CASA,4OFSB9CCv1mQgnYAyg9Ogm,24,NEED,2021,8,214038,0.704,0.624,5,-4.432,0,0.0386,0.00248,0,0.139,0.37,129.954,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1,2010,5,9,18,3OH!3,Kesha,0FWzNDaEu9jdgcYTbcOa4F,61,867802,My First Kiss,17tDv8WA8IhqE8qzuQn707,62,Streets Of Gold,2010,6,192440,0.682,0.889,0,-4.166,1,0.0804,0.00564,0,0.36,0.827,138.021,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,RICHMAN,1Q1lQKlgXBXWF1Bb8eRvhq,38,WANT (Deluxe),2009,1,199600,0.59,0.813,5,-3.543,0,0.342,0.00416,0,0.748,0.517,161.868,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1,2012,1,84,1,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,Set You Free,6aIlQ4EVeyKzGS4lS6GNLY,34,Set You Free,2011,12,204188,0.612,0.807,8,-4.14,1,0.106,0.0961,0,0.298,0.617,79.999,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,SKID MARKS,5prdffHf81txY8dsSirBeY,27,NEED,2021,8,233790,0.642,0.404,10,-8.243,0,0.0277,0.353,1.35E-06,0.146,0.269,137.808,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1,2009,10,66,12,3OH!3,Katy Perry,0FWzNDaEu9jdgcYTbcOa4F,61,867802,Starstrukk,1hBM2D1ULT3aeKuddSwPsK,64,WANT (Deluxe),2009,1,202666,0.607,0.805,11,-5.579,0,0.0608,0.00175,0,0.231,0.232,139.894,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,TACO TUESDAY,5QeU9pj0wDtGpQXXgzUeVz,23,NEED,2021,8,194292,0.74,0.557,10,-6.406,1,0.0363,0.105,0.00279,0.088,0.38,105.957,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1,2010,6,49,2,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,Touchin on My,1LjHre9uHSLMuUrKsl6ppX,50,Streets Of Gold,2010,6,183106,0.538,0.876,1,-3.559,1,0.139,0.03,0,0.251,0.527,83.949,4,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1,2022,4,49,5,4*TOWN,-,7jLpPyJ5gQxCvwiBsUfFu6,65,234729,Nobody Like U,4bV5sf2B4hWBBd5HQ8S7KB,79,Turning Red (Original Motion Picture Soundtrack),2022,3,160946,0.905,0.631,9,-10.06,0,0.177,0.129,0,0.101,0.751,105.026,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2021,4,67,14,42 Dugg,Roddy Ricch,45gHcnDnMC15sgx3VL7ROG,73,655957,4 Da Gang,1mAey8kEPmDM2icL56kS9d,73,Free Dem Boyz,2021,4,156367,0.87,0.561,7,-10.388,1,0.186,0.0124,0,0.103,0.691,100.458,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2021,10,68,9,42 Dugg,Future,45gHcnDnMC15sgx3VL7ROG,73,655957,Maybach,2Qt8qG9SWPdtRiaWcPNJRm,68,Free Dem Boyz,2021,5,199093,0.735,0.446,5,-10.232,1,0.109,0.0071,1.93E-05,0.173,0.121,150.915,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2022,4,79,1,42 Dugg,EST Gee,45gHcnDnMC15sgx3VL7ROG,73,655957,Thump Shit,5tLdDm1cVYAH2kk7TyjmdW,72,Last Ones Left,2022,4,226362,0.718,0.607,5,-7.307,0,0.185,0.00227,1.32E-06,0.299,0.499,144.93,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2014,10,16,20,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Amnesia,1JCCdiru7fhstOIF4N7WJC,65,5 Seconds Of Summer,2014,6,237247,0.572,0.499,2,-5.237,1,0.0311,0.0283,0,0.213,0.108,101.593,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Best Years,6LHDP5yKHUIQxeml0YKUQy,61,CALM,2020,3,190382,0.295,0.722,2,-4.375,1,0.0425,0.314,0,0.121,0.458,173.372,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Castaway,0Lz17st4A5INY3ZESQhFNK,56,Sounds Good Feels Good (Deluxe),2015,10,214679,0.537,0.902,8,-4.468,1,0.0511,0.000821,0,0.0636,0.759,159.998,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2022,4,85,3,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,COMPLETE MESS,7EbUb2PW6G9aNi80XWXwQL,60,Me Myself & I,2022,5,206361,0.398,0.519,7,-6.926,1,0.0315,0.0573,1.86E-05,0.191,0.133,81.377,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2014,5,47,3,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Don't Stop,57MOpbjOIoWMZnstWOtfm6,55,5 Seconds Of Summer,2014,6,169935,0.571,0.957,8,-3.468,1,0.0633,0.00209,1.50E-05,0.0425,0.892,149.946,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2019,6,48,16,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Easier,2bjUEg4jBtKBlPdNrTAppI,69,CALM,2019,5,158098,0.562,0.46,5,-4.173,1,0.259,0.476,0,0.107,0.623,176.055,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Empty Wallets,5kayspK9ep7h9nryvrCsFh,56,Youngblood (Deluxe),2018,6,187651,0.591,0.709,1,-4.324,0,0.0431,0.0123,0,0.338,0.441,188.073,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2014,8,24,1,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Everything I Didn't Say,6s74UWM63X9K3koAfU9KUl,46,5 Seconds Of Summer,2014,6,180421,0.378,0.914,9,-4.656,1,0.0955,0.0173,0,0.281,0.383,174.94,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2015,9,100,1,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Fly Away,4KpbopdresVvdhe0qUTmj6,46,Sounds Good Feels Good (Deluxe),2015,10,212601,0.432,0.887,2,-3.103,1,0.0533,0.000762,0,0.129,0.513,92.531,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2016,8,68,1,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Girls Talk Boys,3AqhGYasXnen5PvLsHL1vc,47,Ghostbusters (Original Motion Picture Soundtrack) [2016],2016,7,216093,0.828,0.777,7,-3.356,1,0.0513,0.0901,0,0.0973,0.867,120.04,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2014,12,34,2,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Good Girls,5XwIdRXvHTtxH5BmBOSCCM,56,5 Seconds Of Summer,2014,6,206423,0.531,0.915,4,-5.215,1,0.0828,0.0131,0,0.119,0.557,141.06,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Heartbreak Girl,556IN8IgPqZORjhmlyAXaP,55,5 Seconds Of Summer,2014,6,198374,0.471,0.789,10,-3.62,1,0.0602,0.000962,0,0.0649,0.684,166.99,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,High,3uegDoaCj8IcNAaW3AoZUX,59,CALM,2020,3,178261,0.47,0.585,2,-3.051,1,0.0391,0.784,0,0.155,0.597,169.614,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,If Walls Could Talk,0nCVLAhIUrLQ34Vw5vTXNP,60,Youngblood (Deluxe),2018,6,182292,0.588,0.79,4,-4.762,0,0.0776,0.00879,0,0.0954,0.499,121.899,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2015,9,95,1,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Jet Black Heart,6U0D8PIh75fnX6T6TWJLxl,60,Sounds Good Feels Good (Deluxe),2015,10,221715,0.507,0.85,11,-4.274,0,0.033,0.000163,0,0.0812,0.545,153.957,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2014,7,28,1,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Kiss Me Kiss Me,4Ulq0gMDyMQuwKbM2ocx9x,49,5 Seconds Of Summer,2014,6,204620,0.475,0.942,0,-4.775,1,0.0966,0.000252,0,0.101,0.397,150.049,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Lonely Heart,1MAXdOA4Dtz6eJMz0nEq2H,59,CALM,2020,3,204029,0.592,0.713,11,-5.566,0,0.0512,0.043,0,0.157,0.261,126.088,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Lover Of Mine,1hUPOCqOukEl03lOs16DtN,66,CALM,2020,3,206973,0.545,0.858,11,-2.536,0,0.0406,0.194,0,0.151,0.323,94.041,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,More,66vUuzBvVOfMjWnsABs0jm,60,Youngblood (Deluxe),2018,6,194128,0.577,0.863,7,-3.613,1,0.0374,0.000979,0,0.0989,0.182,92.039,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,No Shame,5EbidH3lGB30WuDsoR4km6,63,CALM,2020,3,192736,0.576,0.807,7,-3.019,1,0.0374,0.0185,2.40E-06,0.0963,0.479,90.932,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Not In The Same Way,4vFQ269uWJUjUKoffU0qUn,60,CALM,2020,3,220605,0.687,0.67,0,-3.331,1,0.0444,0.185,0,0.104,0.735,134.975,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Old Me,58qO4dGa5SgNdtvqvpewyz,66,CALM,2020,3,186785,0.722,0.62,0,-3.639,1,0.0483,0.313,0,0.26,0.474,127.978,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Red Desert,288li8gcr0oOAHDwAERZHS,63,CALM,2020,3,229557,0.501,0.83,9,-4.474,1,0.118,0.0205,2.52E-06,0.0563,0.449,133.927,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2014,4,24,20,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,She Looks So Perfect,1gugDOSMREb34Xo0c1PlxM,73,5 Seconds Of Summer,2014,6,202496,0.494,0.951,9,-4.237,1,0.132,0.000569,0,0.327,0.441,160.025,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2015,10,22,9,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,She's Kinda Hot,5fsQSDifYpjfbCqvZKPVBj,68,Sounds Good Feels Good (Deluxe),2015,10,216454,0.664,0.908,4,-4.806,1,0.0317,0.00182,0,0.109,0.889,118.031,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Talk Fast,1pMrGc8rMC5qx0zMak8tkd,60,Youngblood (Deluxe),2018,6,187234,0.803,0.719,4,-3.354,1,0.0474,0.0318,2.88E-05,0.0742,0.608,145.983,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Teeth,3NxWJWftvkstyxvb1pZlFo,65,CALM,2020,3,205502,0.745,0.454,3,-2.986,0,0.0392,0.0437,3.47E-06,0.0741,0.43,139.007,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Thin White Lies,4t4OlapTFToGpFKOldh5S2,58,CALM,2020,3,182697,0.557,0.858,9,-3.115,0,0.0357,0.016,0,0.0885,0.61,149.969,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2018,3,61,1,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,Want You Back,2vHfabj6nFebekTYODqntl,64,Youngblood (Deluxe),2018,6,173081,0.618,0.867,0,-4.915,1,0.0439,0.00699,1.03E-06,0.202,0.579,98.03,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
